,input,true,prediction
2595,tandon,டாண்டன்,"தண்டோன்
"
2596,paduththu,படுத்து,"படுத்து
"
2597,innichai,இன்னிசை,"இன்னிச்சை
"
2598,dalhousie,டல்ஹௌசி,"தா்லூசி
"
2599,adhirstakkari,அதிர்ஷ்டக்காரி,"அதிர்ச்டக்கரி
"
2600,niruththaththukkup,நிறுத்தத்துக்குப்,"நிருத்தத்துக்குப்
"
2601,seiveergal,செய்வீர்கள்,"செய்வீர்கள்
"
2602,mauhammad,முஹம்மத்,"மாஹம்மா
"
2603,kkum,க்கும்,"க்கும்
"
2604,kothikkum,கொதிக்கும்,"கொதிக்கும்
"
2605,golda,கோல்ட்,"கோல்டா
"
2606,baebal,பாபேல்,"பேபல்
"
2607,nanmaikalaip,நன்மைகளைப்,"நண்மைகளைப்
"
2608,pricol,ப்ரிகால்,"பிரிக்கோல்
"
2609,avadhippattu,அவதிப்பட்டு,"அவதிப்பட்டு
"
2610,sachan,ஸசன்,"சாச்்ன
"
2611,alazhagiyaana,அழகியான,"அலழகியான
"
2612,lindsey,லின்ட்ஸே,"லிந்டிச்
"
2613,titaniuum,டைட்டானியம்,"திட்டனிுும்
"
2614,maembaalap,மேம்பாலப்,"மேம்பாலப்
"
2615,vatham,வதம்,"வதம்
"
2616,avenues,அவென்யூஸ்,"அவேனுீ்
"
2617,koodukalil,கூடுகளில்,"கூடுகளில்
"
2618,mookkum,மூக்கும்,"மூக்கும்
"
2619,panakkarargal,பணக்காரர்கள்,"பணக்கரர்கள்
"
2620,deebanggal,தீபங்கள்,"தீபங்கள்
"
2621,koll,கொள்,"கொல்ல்
"
2622,bhansali,பன்சாலி,"பா்சலிி
"
2623,washington,வாஷிங்டன்,"வஷஷிங்ட்ன்
"
2624,kathua,கதுவா,"கத்தா
"
2625,podum,தள்ளிப்,"பொடும்
"
2626,shivagauri,சிவகௌரி,"ஷிவாகரரி
"
2627,sentar,சென்டர்,"செண்டார்
"
2628,baangkaak,பாங்காக்,"பாங்காக்
"
2629,pogavillai,போகவில்லை,"பொகவில்லை
"
2630,varavertrar,வரவேற்றார்,"வரவேற்றர்
"
2631,hercules,ஹெர்குலஸ்,"ஹெர்குல்்்
"
2632,nigazhvaiyum,நிகழ்வையும்,"நிகழ்வையும்
"
2633,vakaikalai,உணவு,"வகைகளை
"
2634,neereatram,நீரேற்றம்,"நீரேற்றம்
"
2635,boise,போய்சே,"போய்சே
"
2636,kontirukka,கொண்டிருக்க,"கொண்டிருக்க
"
2637,baliyaanaar,பலியானார்,"பலிிானார்
"
2638,kana,கண,"கணா
"
2639,vadakkin,வடக்கின்,"வடக்கின்
"
2640,koduppar,கொடுப்பார்,"கொடுப்பர்
"
2641,mukaththuvaaram,முகத்துவாரம்,"முகத்துவாரம்
"
2642,vaakanaththai,வாகனத்தை,"வாகநத்தை
"
2643,ludheena,லூதியானா,"லுதீன
"
2644,choluku,சொல்லுக்கு,"சொலுக்கு
"
2645,sonnargal,சொன்னார்கள்,"சொன்னர்கள்
"
2646,avamadhippadhaiyum,அவமதிப்பதையும்,"அவமதிப்பதையும்
"
2647,thokuppin,தொகுப்பின்,"தொகுப்பின்
"
2648,vijayapura,விஜயபுரா,விஜயபுரரா
2649,gooalie,கோலி,"கோலியே
"
2650,innalkal,இன்னல்கள்,"இன்னல்கள்
"
2651,annaattil,அந்நாட்டில்,"அண்ணாட்டில்
"
2652,cherry,செர்ரி,"செர்ரி
"
2653,health,ஹெல்த்,"ஹேல்த்
"
2654,maelmaruvaththoor,மேல்மருவத்தூர்,"மேல்மருவத்தூர்
"
2655,vagaigalai,உணவு,"வகைகளை
"
2656,sollungkal,சொல்லுங்கள்,"சொல்லுங்கள்
"
2657,qelvinn,கெல்வின்,"கெல்வின்ன்
"
2658,chiirutai,சீருடை,"சியிருடை
"
2659,gaya,கயா,"கயயா
"
2660,zuari,ஜுவாரி,"புாரி
"
2661,douglass,டக்ளஸ்,டாக்லச்்்
2662,aatrtralaal,ஆற்றலால்,"ஆற்றலாள்
"
2663,puunai,பூனை,"பூனை
"
2664,anuppiya,அனுப்பிய,"அனுப்பிய
"
2665,tharakkudiya,தரக்கூடிய,"தரக்குடிய
"
2666,vineedh,வினீத்,"விநீத்
"
2667,maxwell,மேக்ஸ்வெல்,மாக்வலல்ல்
2668,surrullaa,சுற்றுலா,"சுர்ருள்ளா
"
2669,aurora,அரோரா,"ஆரோரா
"
2670,oadhi,ஓதி,"ோதி
"
2671,seiyyappattulladhaaga,செய்யப்பட்டுள்ளதாக,"செய்ய்பப்புள்ளதாக
"
2672,edhirpaarppu,எதிர்பார்ப்பு,"எதிர்பார்ப்பு
"
2673,iyalbaiyum,இயல்பையும்,"இயல்பையும்
"
2674,flaiyers,பிளையர்ஸ்,"பிளையேர்்்
"
2675,paaraatta,பாராட்ட,"பாராட்ட
"
2676,uruvaakaththirku,உருவாக்கத்திற்கு,"உருவாகத்திற்கு
"
2677,qootch,கட்ச்,"கோட்ச்
"
2678,paduththiyulladhu,படுத்தியுள்ளது,"படுத்தியுள்ளது
"
2679,charavarththi,சக்ரவர்த்தி,"சரவர்த்தி
"
2680,nandrigal,நன்றிகள்,"நன்றிகள்
"
2681,heymadait,ஹேமடைட்,"ஹெய்மடைத்
"
2682,peyarin,பெயரின்,"பெயரின்
"
2683,lasith,லசித்,"லசசத்
"
2684,taneja,தனேஜா,"தனேஜா
"
2685,kavalaiyai,கவலையை,"கவலையை
"
2686,mamon,மேமன்,"மாமன்
"
2687,hisar,ஹிசார்,"ஹிசார்
"
2688,kyran,கிரண்,"கிரான்
"
2689,ettaavathu,எட்டாவது,"எட்டாவது
"
2690,innigazhvukku,இந்நிகழ்வுக்கு,"இன்னிகழ்வுக்கு
"
2691,solvadhaga,சொல்வதாக,"சொல்வதக
"
2692,evvithak,எவ்விதக்,"எவ்விதக்
"
2693,thodarbukalum,தொடர்புகளும்,"தொடர்புகளும்
"
2694,manickam,மாணிக்கம்,மணிச்கம்்
2695,irugik,இறுகிக்,"இருகிக்
"
2696,ethirkkatchigalin,எதிர்க்கட்சிகளின்,"எதிர்க்கட்சிகளின்
"
2697,kilambum,கிளம்பும்,"கிளம்பும்
"
2698,prasad,பிரசாத்,"பிரசா்்
"
2699,lattu,லட்டு,"லட்டு
"
2700,visaiyudan,விசையுடன்,"விசையுடன்
"
2701,sethilil,செதிலில்,"செதிலில்
"
2702,oruvazhiyaaga,ஒருவழியாக,"ஒருவழியாக
"
2703,sitaram,சீதாராம்,"சித்ரார்
"
2704,parumanaal,பருமனால்,"பருமனால்
"
2705,soththugalai,சொத்துகளை,"சொத்துகளை
"
2706,booroon,போரான்,"பூரூன்
"
2707,meenavar,மீனவர்,"மீனவர்
"
2708,kutay,குடை,"குட்டய
"
2709,mudindhdhathu,முடிந்தது,"முடிந்ததுது
"
2710,carlo,கார்லோ,"கார்லோ
"
2711,thokuppaalarkalukkum,தொகுப்பாளர்களுக்கும்,"தொகுப்பாளர்களுக்கும்
"
2712,upsalla,உப்சாலா,"உப்சல்லா
"
2713,kandarindhanar,கண்டறிந்தனர்,"கண்டரிந்தனர்
"
2714,panippaalar,பணிப்பாளர்,"பணிப்பாளர்
"
2715,fluorine,ஃப்ளூரிண்,"புலூரின்
"
2716,pesukiraargal,பேசுகிறார்கள்,"பெசுகிறார்கள்
"
2717,azhiththavan,அழித்தவன்,"அழித்தவன்
"
2718,pombalap,பொம்பளப்,"பொம்பலப்
"
2719,alipore,அலிபோர்,"அலிப்ரரர
"
2720,arumbu,அரும்பு,"அரும்பு
"
2721,aayvugal,ஆய்வுகள்,"ஆய்வுகள்
"
2722,hanson,ஹான்சான்,"ஹன்்சன்
"
2723,amer,அமெர்,"அமேர்
"
2724,eerppu,ஈர்ப்பு,"ஈர்ப்பு
"
2725,kudainthu,குடைந்து,"குடைந்து
"
2726,arya,ஆர்யா,"அர்யா
"
2727,amerikkargal,அமெரிக்கர்கள்,"அமேரிக்கர்கள்
"
2728,tholilil,தொழிலில்,"தொலிலில்
"
2729,thaasan,தாசன்,"தாசன்
"
2730,muthaliyor,முதலியோர்,"முதலியோர்
"
2731,yettiyathu,எட்டியது,"யட்டியது
"
2732,vankodumai,வன்கொடுமை,"வங்கொடுமை
"
2733,kennel,கேனல்,"கென்ணெல்
"
2734,bowie,போவீ,"பாவிி
"
2735,thernthedukkum,தேர்ந்தெடுக்கும்,"தெர்ந்தெடுக்கும்
"
2736,valakkugalaiyum,வழக்குகளையும்,"வலக்குகளையும்
"
2737,pulanaaivup,புலனாய்வுப்,"புலநாய்வுப்
"
2738,rehhman,ரஹ்மான்,"ரேஹ்மன்
"
2739,kaithikalukku,கைதிகளுக்கு,"கைதிகளுக்கு
"
2740,sudalai,சுடலை,"சுடலை
"
2741,pakirathan,பகீரதன்,"பகிரதன்்
"
2742,rishikal,ரிஷிகள்,"ரிஷிகால்
"
2743,panguthaarar,பங்குதாரர்,"பங்குதாரர்
"
2744,raththaththai,ரத்தத்தை,"ரத்தத்தை
"
2745,oozhiyargal,ஊழியா்கள்,"ோழியர்கள்
"
2746,adakki,அடக்கி,"அடக்கி
"
2747,americaavukku,அமெரிக்காவுக்கு,"அமெரிக்காவுக்கு
"
2748,sroo,ஸ்ரூ,"ச்ரோ
"
2749,mandya,மாண்ட்யா,"மண்டா
"
2750,phase,ஃபேஸ்,"பசே்
"
2751,wellington,வெலிங்டன்,"வெல்லிங்ட்ன்
"
2752,paulaa,பவுலா,"பாலா
"
2753,sindhikka,சிந்திக்க,"சிந்திக்க
"
2754,chayn,செயின்,"சான்
"
2755,kurukshetra,குருஷேத்ரா,"குருக்ஷேத்த
"
2756,panigazhukkum,பணிகளுக்கும்,"பணிகழுக்கும்
"
2757,senjuppomnu,செஞ்சுப்போம்னு,"செஞ்சுப்போம்னு
"
2758,valaikutaa,வளைகுடா,"வலைக்கடடா
"
2759,aduththum,அடுத்தும்,"அடுத்தும்
"
2760,pidiththirunthathaiyum,பிடித்திருந்ததையும்,"பிடித்திருந்ததையும்
"
